QuestionStartTime,SurveyQuestion,Answer
13:55:15,New ideas and projects sometimes distract me from previous ones.,'Mostly like me'
13:55:23,Setbacks don’t discourage me. I don’t give up easily.,'Very much like me'
13:55:29,I often set a goal but later choose to pursue a different one.,'Not much like me'
13:55:32,I am a hard worker.,'Very much like me'
13:55:41,I have difficulty maintaining my focus on projects that take more than a few months to complete.,'Somewhat like me'
13:55:49,I finish whatever I begin.,'Mostly like me'
13:55:57,My interests change from year to year.,'Not much like me'
13:56:02,I am diligent. I never give up.,'Mostly like me'
13:56:10,I have been obsessed with a certain idea or project for a short time but later lost interest.,'Somewhat like me'
13:56:15,I have overcome setbacks to conquer an important challenge.,'Very much like me'
13:56:31,"In general, I consider myself (1 - not a very happy person, 7 - a very happy person):",'5'
13:56:40,"Compared with most of my peers, I consider myself (1 - less happy, 7 - more happy):",'4'
13:56:50,"Some people are generally very happy. They enjoy life regardless of what is going on, getting the most out of everything. To what extent does this characterization describe you? (1 - not at all, 7 - a great deal)",'4'
13:56:58,"Some people are generally not very happy. Although they are not depressed, they never seem as happy as they might be. To what extent does this characterization describe you? (1 - not at all, 7 - a great deal)",'2'
13:57:13,Indicate the extent you have felt INTERESTED over the past week,'4 - Quite a bit'
13:57:16,Indicate the extent you have felt DISTRESSED over the past week,'3 - Moderately'
13:57:20,Indicate the extent you have felt IRRITABLE over the past week,'2 - A little'
13:57:23,Indicate the extent you have felt ALERT over the past week,'1 - Very slightly or not at all'
13:57:26,Indicate the extent you have felt ASHAMED over the past week,'1 - Very slightly or not at all'
13:57:29,Indicate the extent you have felt INSPIRED over the past week,'3 - Moderately'
13:57:33,Indicate the extent you have felt NERVOUS over the past week,'4 - Quite a bit'
13:57:36,Indicate the extent you have felt DETERMINED over the past week,'5 - Extremely'
13:57:40,Indicate the extent you have felt ATTENTIVE over the past week,'4 - Quite a bit'
13:57:44,Indicate the extent you have felt JITTERY over the past week,'2 - A little'
13:57:47,Indicate the extent you have felt ACTIVE over the past week,'3 - Moderately'
13:57:52,Indicate the extent you have felt AFRAID over the past week,'1 - Very slightly or not at all'
13:57:55,Indicate the extent you have felt EXCITED over the past week,'3 - Moderately'
13:57:59,Indicate the extent you have felt UPSET over the past week,'3 - Moderately'
13:58:04,Indicate the extent you have felt STRONG over the past week,'4 - Quite a bit'
13:58:08,Indicate the extent you have felt GUILTY over the past week,'1 - Very slightly or not at all'
13:58:13,Indicate the extent you have felt SCARED over the past week,'2 - A little'
13:58:16,Indicate the extent you have felt HOSTILE over the past week,'1 - Very slightly or not at all'
13:58:18,Indicate the extent you have felt ENTHUSIASTIC over the past week,'4 - Quite a bit'
13:58:22,Indicate the extent you have felt PROUD over the past week,'3 - Moderately'
13:58:34, At the end of my work day I am exhausted,'4 - Generally'
13:58:39,"I find it hard to show interest in other people, when I have just come home from work",'3 - Sometimes'
13:58:45,It takes me over an hour before I am fully recovered after a work day,'3 - Sometimes'
